timestamp,tag_id,voltage
2025-07-01T07:01:41.605048,1,4.05
2025-07-01T07:01:41.683665,2,4.06
2025-07-01T07:01:41.761524,3,4.07
2025-07-01T07:01:41.837014,4,3.47
2025-07-01T07:01:41.910508,5,4.05
2025-07-01T07:01:42.369449,89,3.58
2025-07-01T07:01:43.627959,1,4.05
2025-07-01T07:01:43.703389,2,4.09
2025-07-01T07:01:43.778718,3,4.04
2025-07-01T07:01:43.852053,4,3.5
2025-07-01T07:01:43.938794,5,4.04
2025-07-01T07:01:44.400405,89,3.56
