timestamp,tag_id,voltage
2025-07-01T06:58:19.846117,4,3.48
2025-07-01T06:58:19.919730,5,4.03
2025-07-01T06:58:20.378455,89,3.6
2025-07-01T06:58:21.685292,2,4.09
2025-07-01T06:58:21.770169,3,4.08
2025-07-01T06:58:21.843188,4,3.48
2025-07-01T06:58:21.917006,5,4.04
2025-07-01T06:58:22.383912,89,3.59
2025-07-01T06:58:23.615478,1,4.07
2025-07-01T06:58:23.690294,2,4.06
2025-07-01T06:58:23.765695,3,4.06
2025-07-01T06:58:23.842286,4,3.48
2025-07-01T06:58:23.926546,5,4.02
2025-07-01T06:58:24.385169,89,3.58
2025-07-01T06:58:25.618550,1,4.08
2025-07-01T06:58:25.696236,2,4.09
2025-07-01T06:58:25.770535,3,4.08
2025-07-01T06:58:25.848848,4,3.47
2025-07-01T06:58:25.923701,5,4.02
2025-07-01T06:58:26.384936,89,3.61
2025-07-01T06:58:27.617841,1,4.06
2025-07-01T06:58:27.695538,2,4.09
2025-07-01T06:58:27.770537,3,4.07
2025-07-01T06:58:27.848329,4,3.46
2025-07-01T06:58:27.923294,5,4.04
2025-07-01T06:58:28.385946,89,3.6
2025-07-01T06:58:29.616493,1,4.07
2025-07-01T06:58:29.769302,3,4.06
2025-07-01T06:58:29.853466,4,3.47
2025-07-01T06:58:29.928621,5,4.03
2025-07-01T06:58:30.385594,89,3.57
2025-07-01T06:58:31.622745,1,4.04
2025-07-01T06:58:31.773954,3,4.07
2025-07-01T06:58:31.851624,4,3.46
2025-07-01T06:58:31.928390,5,3.98
2025-07-01T06:58:33.622901,1,4.04
2025-07-01T06:58:33.774142,3,4.06
2025-07-01T06:58:33.850678,4,3.46
2025-07-01T06:58:33.934164,5,4.01
2025-07-01T06:58:34.390193,89,3.6
2025-07-01T06:58:35.782673,3,4.07
2025-07-01T06:58:35.930957,5,3.99
2025-07-01T06:58:36.399600,89,3.57
2025-07-01T06:58:37.633368,1,4.09
2025-07-01T06:58:37.783878,3,4.09
2025-07-01T06:58:37.859361,4,3.47
2025-07-01T06:58:37.933559,5,4.02
2025-07-01T06:58:38.399855,89,3.58
2025-07-01T06:58:39.634757,1,4.08
2025-07-01T06:58:39.783541,3,4.05
2025-07-01T06:58:39.861479,4,3.47
2025-07-01T06:58:39.937657,5,4.0
2025-07-01T06:58:41.632925,1,4.06
2025-07-01T06:58:41.708657,2,4.08
2025-07-01T06:58:41.784617,3,4.05
2025-07-01T06:58:41.860943,4,3.48
2025-07-01T06:58:41.944781,5,4.0
2025-07-01T06:58:42.403408,89,3.57
2025-07-01T06:58:43.634934,1,4.05
2025-07-01T06:58:43.708597,2,4.04
2025-07-01T06:58:43.782867,3,4.07
2025-07-01T06:58:43.868626,4,3.49
2025-07-01T06:58:43.943133,5,4.02
2025-07-01T06:58:44.401268,89,3.57
2025-07-01T06:58:45.636527,1,4.07
2025-07-01T06:58:45.712008,2,4.06
2025-07-01T06:58:45.787069,3,4.05
2025-07-01T06:58:45.870817,4,3.5
2025-07-01T06:58:45.945745,5,4.0
2025-07-01T06:58:47.637373,1,4.08
2025-07-01T06:58:47.715393,2,4.02
2025-07-01T06:58:47.792121,3,4.04
2025-07-01T06:58:47.867844,4,3.47
2025-07-01T06:58:47.945172,5,4.01
2025-07-01T06:58:48.406450,89,3.58
2025-07-01T06:58:49.637488,1,4.07
2025-07-01T06:58:49.716045,2,4.06
2025-07-01T06:58:49.792866,3,4.06
2025-07-01T06:58:49.868480,4,3.48
2025-07-01T06:58:49.944881,5,4.0
2025-07-01T06:58:50.414900,89,3.58
2025-07-01T06:58:51.637098,1,4.04
2025-07-01T06:58:51.721392,2,4.06
2025-07-01T06:58:51.798773,3,4.05
2025-07-01T06:58:51.873042,4,3.48
2025-07-01T06:58:51.950244,5,4.04
2025-07-01T06:58:52.410882,89,3.58
2025-07-01T06:58:53.641649,1,4.05
2025-07-01T06:58:53.716326,2,4.04
2025-07-01T06:58:53.802297,3,4.06
2025-07-01T06:58:53.879029,4,3.47
2025-07-01T06:58:53.954391,5,4.03
2025-07-01T06:58:54.416876,89,3.58
2025-07-01T06:58:55.641467,1,4.06
2025-07-01T06:58:55.725734,2,4.04
2025-07-01T06:58:55.798968,3,4.05
2025-07-01T06:58:55.872464,4,3.47
2025-07-01T06:58:55.955898,5,4.02
2025-07-01T06:58:56.414673,89,3.59
2025-07-01T06:58:57.649698,1,4.04
2025-07-01T06:58:57.726879,2,4.05
2025-07-01T06:58:57.803889,3,4.08
2025-07-01T06:58:57.879403,4,3.45
2025-07-01T06:58:57.957306,5,4.06
2025-07-01T06:58:58.418165,89,3.57
2025-07-01T06:58:59.645738,1,4.07
2025-07-01T06:58:59.731642,2,4.04
2025-07-01T06:58:59.808058,3,4.06
2025-07-01T06:58:59.882620,4,3.49
2025-07-01T06:58:59.960082,5,4.06
2025-07-01T06:59:00.418576,89,3.59
2025-07-01T06:59:01.652020,1,4.04
2025-07-01T06:59:01.728457,2,4.08
2025-07-01T06:59:01.802213,3,4.05
2025-07-01T06:59:01.886722,4,3.5
2025-07-01T06:59:01.965205,5,4.03
2025-07-01T06:59:02.421809,89,3.58
2025-07-01T06:59:03.652339,1,4.04
2025-07-01T06:59:03.725830,2,4.09
2025-07-01T06:59:03.809717,3,4.09
2025-07-01T06:59:03.883966,4,3.5
2025-07-01T06:59:03.957780,5,4.05
2025-07-01T06:59:04.420032,89,3.59
2025-07-01T06:59:05.659558,1,4.05
2025-07-01T06:59:05.812631,3,4.06
2025-07-01T06:59:05.885993,4,3.48
2025-07-01T06:59:05.962000,5,4.03
2025-07-01T06:59:06.426478,89,3.6
2025-07-01T06:59:07.653718,1,4.05
2025-07-01T06:59:07.815145,3,4.05
2025-07-01T06:59:07.890247,4,3.48
2025-07-01T06:59:07.965078,5,4.04
2025-07-01T06:59:08.431516,89,3.59
2025-07-01T06:59:09.660532,1,4.05
2025-07-01T06:59:09.735797,2,4.08
2025-07-01T06:59:09.813496,3,4.05
2025-07-01T06:59:09.890493,4,3.5
2025-07-01T06:59:09.967020,5,4.03
2025-07-01T06:59:10.428667,89,3.59
2025-07-01T06:59:11.665103,1,4.07
2025-07-01T06:59:11.741670,2,4.08
2025-07-01T06:59:11.820779,3,4.08
2025-07-01T06:59:11.896527,4,3.48
2025-07-01T06:59:11.973534,5,4.02
2025-07-01T06:59:12.433539,89,3.58
2025-07-01T06:59:13.660795,1,4.05
2025-07-01T06:59:13.736192,2,4.1
2025-07-01T06:59:13.813839,3,4.06
2025-07-01T06:59:13.891568,4,3.48
2025-07-01T06:59:13.969674,5,4.02
2025-07-01T06:59:14.429903,89,3.59
2025-07-01T06:59:15.666326,1,4.04
2025-07-01T06:59:15.742411,2,4.08
2025-07-01T06:59:15.819140,3,4.1
2025-07-01T06:59:15.895823,4,3.48
2025-07-01T06:59:15.973016,5,4.05
2025-07-01T06:59:16.435832,89,3.56
2025-07-01T06:59:17.664878,1,4.08
2025-07-01T06:59:17.742594,2,4.05
2025-07-01T06:59:17.818594,3,4.08
2025-07-01T06:59:17.895908,4,3.49
2025-07-01T06:59:17.973061,5,4.03
2025-07-01T06:59:18.433705,89,3.57
2025-07-01T06:59:19.673432,1,4.06
2025-07-01T06:59:19.749581,2,4.1
2025-07-01T06:59:19.826120,3,4.06
2025-07-01T06:59:19.904752,4,3.48
2025-07-01T06:59:19.981120,5,4.04
2025-07-01T06:59:20.437930,89,3.57
2025-07-01T06:59:21.666436,1,4.07
2025-07-01T06:59:21.744642,2,4.08
2025-07-01T06:59:21.829487,3,4.06
2025-07-01T06:59:21.906845,4,3.49
2025-07-01T06:59:21.982223,5,4.05
2025-07-01T06:59:22.442413,89,3.58
2025-07-01T06:59:23.677492,1,4.07
2025-07-01T06:59:23.752209,2,4.07
2025-07-01T06:59:23.827413,3,4.1
2025-07-01T06:59:23.900797,4,3.48
2025-07-01T06:59:23.986420,5,4.05
2025-07-01T06:59:25.676809,1,4.06
2025-07-01T06:59:25.754580,2,4.09
2025-07-01T06:59:25.827869,3,4.08
2025-07-01T06:59:25.903148,4,3.48
2025-07-01T06:59:25.978644,5,4.05
2025-07-01T06:59:26.445989,89,3.57
2025-07-01T06:59:27.598525,1,4.06
2025-07-01T06:59:27.756264,2,4.06
2025-07-01T06:59:27.763262,3,4.06
2025-07-01T06:59:27.909656,4,3.47
2025-07-01T06:59:27.985235,5,3.99
2025-07-01T06:59:28.373121,89,3.6
2025-07-01T06:59:29.605723,1,4.04
2025-07-01T06:59:29.679242,2,4.08
2025-07-01T06:59:29.756201,3,4.05
2025-07-01T06:59:29.906158,4,3.48
2025-07-01T06:59:29.908162,5,4.0
2025-07-01T06:59:30.375333,89,3.58
2025-07-01T06:59:31.601868,1,4.04
2025-07-01T06:59:31.676188,2,4.11
2025-07-01T06:59:31.754793,3,4.06
2025-07-01T06:59:31.831624,4,3.47
2025-07-01T06:59:31.908082,5,3.99
2025-07-01T06:59:32.377091,89,3.57
2025-07-01T06:59:33.610693,1,4.06
2025-07-01T06:59:33.686357,2,4.09
2025-07-01T06:59:33.759971,3,4.08
2025-07-01T06:59:33.837004,4,3.46
2025-07-01T06:59:33.913657,5,4.0
2025-07-01T06:59:34.376331,89,3.57
2025-07-01T06:59:35.611614,1,4.06
2025-07-01T06:59:35.685424,2,4.08
2025-07-01T06:59:35.761257,3,4.07
2025-07-01T06:59:35.834003,4,3.47
2025-07-01T06:59:35.917438,5,3.98
2025-07-01T06:59:36.376401,89,3.58
2025-07-01T06:59:37.611670,1,4.08
2025-07-01T06:59:37.685257,2,4.11
2025-07-01T06:59:38.103033,4,3.48
2025-07-01T06:59:38.408913,89,3.59
2025-07-01T06:59:39.644437,1,4.09
2025-07-01T06:59:39.712142,2,4.09
2025-07-01T06:59:39.795598,3,4.07
2025-07-01T06:59:39.870779,4,3.49
2025-07-01T06:59:39.946163,5,4.02
2025-07-01T06:59:40.407651,89,3.59
2025-07-01T06:59:41.638661,1,4.04
2025-07-01T06:59:41.717250,2,4.08
2025-07-01T06:59:41.793748,3,4.05
2025-07-01T06:59:41.866904,4,3.49
2025-07-01T06:59:41.953978,5,3.99
2025-07-01T06:59:42.409319,89,3.61
2025-07-01T06:59:43.647325,1,4.05
2025-07-01T06:59:43.715843,2,4.07
2025-07-01T06:59:43.800191,3,4.06
2025-07-01T06:59:43.877653,4,3.49
2025-07-01T06:59:43.952445,5,4.0
2025-07-01T06:59:44.412162,89,3.61
2025-07-01T06:59:45.647465,1,4.05
2025-07-01T06:59:45.724768,2,4.08
2025-07-01T06:59:45.803264,3,4.05
2025-07-01T06:59:45.879592,4,3.49
2025-07-01T06:59:45.953740,5,4.0
2025-07-01T06:59:46.417039,89,3.58
2025-07-01T06:59:47.650737,1,4.05
2025-07-01T06:59:47.728212,2,4.09
2025-07-01T06:59:47.805617,3,4.11
2025-07-01T06:59:47.883466,4,3.48
2025-07-01T06:59:47.960062,5,4.01
2025-07-01T06:59:48.420033,89,3.59
2025-07-01T06:59:49.652859,1,4.08
2025-07-01T06:59:49.728307,2,4.1
2025-07-01T06:59:49.802632,3,4.08
2025-07-01T06:59:49.879444,4,3.48
2025-07-01T06:59:49.952772,5,4.03
2025-07-01T06:59:50.414929,89,3.58
2025-07-01T06:59:51.655486,1,4.06
2025-07-01T06:59:51.724325,2,4.09
2025-07-01T06:59:51.801295,3,4.1
2025-07-01T06:59:51.878601,4,3.5
2025-07-01T06:59:51.963936,5,4.02
2025-07-01T06:59:52.417788,89,3.58
2025-07-01T06:59:53.653846,1,4.06
2025-07-01T06:59:53.731177,2,4.1
2025-07-01T06:59:53.807875,3,4.05
2025-07-01T06:59:53.886153,4,3.5
2025-07-01T06:59:53.961389,5,4.03
2025-07-01T06:59:54.424619,89,3.59
2025-07-01T06:59:55.657947,1,4.07
2025-07-01T06:59:55.735090,2,4.07
2025-07-01T06:59:55.811577,3,4.05
2025-07-01T06:59:55.890677,4,3.48
2025-07-01T06:59:55.958502,5,4.08
2025-07-01T06:59:56.429749,89,3.6
2025-07-01T06:59:57.659273,1,4.06
2025-07-01T06:59:57.733933,2,4.09
2025-07-01T06:59:57.812933,3,4.07
2025-07-01T06:59:57.890666,4,3.48
2025-07-01T06:59:57.967357,5,4.05
2025-07-01T06:59:58.425068,89,3.58
2025-07-01T06:59:59.653398,1,4.1
2025-07-01T06:59:59.738120,2,4.1
2025-07-01T06:59:59.815872,3,4.06
2025-07-01T06:59:59.892763,4,3.47
2025-07-01T06:59:59.970682,5,4.03
2025-07-01T07:00:00.430142,89,3.59
2025-07-01T07:00:01.663669,1,4.06
2025-07-01T07:00:01.739119,2,4.09
2025-07-01T07:00:01.817460,3,4.07
2025-07-01T07:00:01.891863,4,3.5
2025-07-01T07:00:02.432332,89,3.57
2025-07-01T07:00:03.657414,1,4.09
2025-07-01T07:00:03.742149,2,4.09
2025-07-01T07:00:03.815689,3,4.06
2025-07-01T07:00:03.889316,4,3.48
2025-07-01T07:00:03.973295,5,4.03
2025-07-01T07:00:04.430348,89,3.56
2025-07-01T07:00:05.669306,1,4.07
2025-07-01T07:00:05.746777,2,4.09
2025-07-01T07:00:05.822866,3,4.05
2025-07-01T07:00:05.890475,4,3.5
2025-07-01T07:00:05.974854,5,4.04
2025-07-01T07:00:06.432889,89,3.6
2025-07-01T07:00:07.670212,1,4.05
2025-07-01T07:00:07.747177,2,4.06
2025-07-01T07:00:07.824887,3,4.04
2025-07-01T07:00:07.901189,4,3.48
2025-07-01T07:00:07.977623,5,4.05
2025-07-01T07:00:08.439817,89,3.57
2025-07-01T07:00:09.669226,1,4.05
2025-07-01T07:00:09.744928,2,4.08
2025-07-01T07:00:09.824609,3,4.05
2025-07-01T07:00:09.902324,4,3.49
2025-07-01T07:00:09.979140,5,4.03
2025-07-01T07:00:10.435699,89,3.6
2025-07-01T07:00:11.665946,1,4.06
2025-07-01T07:00:11.743161,2,4.09
2025-07-01T07:00:11.828956,3,4.08
2025-07-01T07:00:11.896133,4,3.48
2025-07-01T07:00:11.973563,5,4.03
2025-07-01T07:00:12.438879,89,3.59
2025-07-01T07:00:13.674609,1,4.07
2025-07-01T07:00:13.751853,2,4.07
2025-07-01T07:00:13.827775,3,4.06
2025-07-01T07:00:13.906689,4,3.47
2025-07-01T07:00:13.983781,5,4.05
2025-07-01T07:00:14.442914,89,3.59
2025-07-01T07:00:15.678626,1,4.06
2025-07-01T07:00:15.682615,2,4.08
2025-07-01T07:00:15.831762,3,4.07
2025-07-01T07:00:15.906663,4,3.48
2025-07-01T07:00:15.984255,5,4.06
2025-07-01T07:00:16.444925,89,3.6
2025-07-01T07:00:17.594804,1,4.07
2025-07-01T07:00:17.672248,2,4.1
2025-07-01T07:00:17.832226,3,4.07
2025-07-01T07:00:17.838235,4,3.51
2025-07-01T07:00:17.986983,5,4.05
2025-07-01T07:00:18.366493,89,3.58
2025-07-01T07:00:19.603049,1,4.07
2025-07-01T07:00:19.680750,2,4.08
2025-07-01T07:00:19.757338,3,4.06
2025-07-01T07:00:19.834068,4,3.49
2025-07-01T07:00:20.365807,89,3.58
2025-07-01T07:00:21.603719,1,4.08
2025-07-01T07:00:21.679912,2,4.09
2025-07-01T07:00:21.757298,3,4.09
2025-07-01T07:00:21.834968,4,3.48
2025-07-01T07:00:22.377911,89,3.59
2025-07-01T07:00:23.608303,1,4.06
2025-07-01T07:00:23.686559,2,4.12
2025-07-01T07:00:23.763152,3,4.08
2025-07-01T07:00:23.837810,4,3.47
2025-07-01T07:00:23.914706,5,4.01
2025-07-01T07:00:24.376099,89,3.59
2025-07-01T07:00:25.605207,1,4.07
2025-07-01T07:00:25.682009,2,4.09
2025-07-01T07:00:25.760302,3,4.06
2025-07-01T07:00:25.838628,4,3.49
2025-07-01T07:00:25.916996,5,4.03
2025-07-01T07:00:27.605841,1,4.06
2025-07-01T07:00:27.682078,2,4.08
2025-07-01T07:00:27.766781,3,4.09
2025-07-01T07:00:27.844598,4,3.51
2025-07-01T07:00:27.912419,5,4.03
2025-07-01T07:00:28.381847,89,3.59
2025-07-01T07:00:29.611767,1,4.05
2025-07-01T07:00:29.688338,2,4.08
2025-07-01T07:00:29.763998,3,4.07
2025-07-01T07:00:29.841384,4,3.47
2025-07-01T07:00:29.917926,5,4.05
2025-07-01T07:00:30.378372,89,3.59
2025-07-01T07:00:31.610231,1,4.04
2025-07-01T07:00:31.685190,2,4.09
2025-07-01T07:00:31.768590,3,4.07
2025-07-01T07:00:31.845136,4,3.48
2025-07-01T07:00:31.922852,5,4.04
2025-07-01T07:00:32.384789,89,3.57
2025-07-01T07:00:33.613611,1,4.06
2025-07-01T07:00:33.766502,3,4.06
2025-07-01T07:00:33.843838,4,3.49
2025-07-01T07:00:33.921493,5,4.06
2025-07-01T07:00:34.387740,89,3.58
2025-07-01T07:00:35.619863,1,4.06
2025-07-01T07:00:35.697670,2,4.11
2025-07-01T07:00:35.846989,4,3.47
2025-07-01T07:00:35.923908,5,4.04
2025-07-01T07:00:36.389708,89,3.58
2025-07-01T07:00:37.623056,1,4.07
2025-07-01T07:00:37.696723,2,4.08
2025-07-01T07:00:37.775212,3,4.05
2025-07-01T07:00:37.849826,4,3.47
2025-07-01T07:00:37.927512,5,4.03
2025-07-01T07:00:38.389873,89,3.58
2025-07-01T07:00:39.616989,1,4.04
2025-07-01T07:00:39.694348,2,4.07
2025-07-01T07:00:39.772605,3,4.05
2025-07-01T07:00:39.848604,4,3.48
2025-07-01T07:00:39.933335,5,4.05
2025-07-01T07:00:40.386028,89,3.58
2025-07-01T07:00:41.624702,1,4.05
2025-07-01T07:00:41.703294,2,4.08
2025-07-01T07:00:41.780635,3,4.05
2025-07-01T07:00:41.854605,4,3.48
2025-07-01T07:00:41.932265,5,4.05
2025-07-01T07:00:42.395182,89,3.57
2025-07-01T07:00:43.620395,1,4.02
2025-07-01T07:00:43.705735,2,4.11
2025-07-01T07:00:43.783932,3,4.07
2025-07-01T07:00:43.851563,4,3.49
2025-07-01T07:00:43.929085,5,4.04
2025-07-01T07:00:44.396190,89,3.57
2025-07-01T07:00:45.626811,1,4.01
2025-07-01T07:00:45.703636,2,4.07
2025-07-01T07:00:45.781834,3,4.06
2025-07-01T07:00:45.858549,4,3.49
2025-07-01T07:00:45.934843,5,4.01
2025-07-01T07:00:46.394126,89,3.59
2025-07-01T07:00:47.627122,1,4.02
2025-07-01T07:00:47.704527,2,4.13
2025-07-01T07:00:47.782471,3,4.08
2025-07-01T07:00:47.860154,4,3.47
2025-07-01T07:00:47.937542,5,4.04
2025-07-01T07:00:48.400112,89,3.59
2025-07-01T07:00:49.634301,1,4.04
2025-07-01T07:00:49.710970,2,4.12
2025-07-01T07:00:49.788692,3,4.08
2025-07-01T07:00:49.857096,4,3.51
2025-07-01T07:00:49.935029,5,4.05
2025-07-01T07:00:50.396887,89,3.57
2025-07-01T07:00:51.628099,1,4.04
2025-07-01T07:00:51.707564,2,4.08
2025-07-01T07:00:51.785411,3,4.06
2025-07-01T07:00:51.863773,4,3.48
2025-07-01T07:00:51.936561,5,4.04
2025-07-01T07:00:52.403829,89,3.58
2025-07-01T07:00:53.630006,1,4.02
2025-07-01T07:00:53.714581,2,4.09
2025-07-01T07:00:53.791684,3,4.09
2025-07-01T07:00:53.868941,4,3.49
2025-07-01T07:00:53.946213,5,4.05
2025-07-01T07:00:54.408870,89,3.57
2025-07-01T07:00:55.633727,1,4.01
2025-07-01T07:00:55.710520,2,4.07
2025-07-01T07:00:55.787037,3,4.06
2025-07-01T07:00:55.865087,4,3.47
2025-07-01T07:00:55.942346,5,4.02
2025-07-01T07:00:56.409790,89,3.58
2025-07-01T07:00:57.637280,1,4.05
2025-07-01T07:00:57.710444,2,4.06
2025-07-01T07:00:57.796320,3,4.07
2025-07-01T07:00:57.872385,4,3.47
2025-07-01T07:00:57.947624,5,4.04
2025-07-01T07:00:58.409843,89,3.59
2025-07-01T07:00:59.639214,1,4.02
2025-07-01T07:00:59.715963,2,4.08
2025-07-01T07:00:59.790474,3,4.05
2025-07-01T07:00:59.876131,4,3.49
2025-07-01T07:00:59.943470,5,4.02
2025-07-01T07:01:00.411832,89,3.57
2025-07-01T07:01:01.638082,1,4.05
2025-07-01T07:01:01.723431,2,4.06
2025-07-01T07:01:01.798369,3,4.07
2025-07-01T07:01:01.874752,4,3.48
2025-07-01T07:01:01.950116,5,4.04
2025-07-01T07:01:02.410017,89,3.55
2025-07-01T07:01:03.642673,1,4.01
2025-07-01T07:01:03.716279,2,4.08
2025-07-01T07:01:03.799413,3,4.06
2025-07-01T07:01:03.873817,4,3.49
2025-07-01T07:01:03.947259,5,4.02
2025-07-01T07:01:04.413784,89,3.56
2025-07-01T07:01:05.642433,1,4.02
2025-07-01T07:01:05.722784,2,4.06
2025-07-01T07:01:05.802335,3,4.08
2025-07-01T07:01:05.880275,4,3.48
2025-07-01T07:01:05.954712,5,4.04
2025-07-01T07:01:06.418287,89,3.56
2025-07-01T07:01:07.644264,1,4.07
2025-07-01T07:01:07.722862,2,4.1
2025-07-01T07:01:07.800027,3,4.05
2025-07-01T07:01:07.879392,4,3.47
2025-07-01T07:01:07.955486,5,4.03
2025-07-01T07:01:08.412263,89,3.55
2025-07-01T07:01:09.653588,1,4.05
2025-07-01T07:01:09.729897,2,4.1
2025-07-01T07:01:09.797942,3,4.05
2025-07-01T07:01:09.883527,4,3.5
2025-07-01T07:01:09.957084,5,4.04
2025-07-01T07:01:10.418431,89,3.55
2025-07-01T07:01:11.652326,1,4.07
2025-07-01T07:01:11.727586,2,4.09
2025-07-01T07:01:11.805032,3,4.04
2025-07-01T07:01:11.880091,4,3.48
2025-07-01T07:01:11.958087,5,4.05
2025-07-01T07:01:12.417585,89,3.56
2025-07-01T07:01:13.658588,1,4.05
2025-07-01T07:01:13.724625,2,4.1
2025-07-01T07:01:13.809005,3,4.07
2025-07-01T07:01:13.885168,4,3.5
2025-07-01T07:01:13.962890,5,4.04
2025-07-01T07:01:14.421431,89,3.54
2025-07-01T07:01:15.658665,1,4.07
2025-07-01T07:01:15.737482,2,4.1
2025-07-01T07:01:15.813047,3,4.03
2025-07-01T07:01:15.887449,4,3.47
2025-07-01T07:01:15.963625,5,4.04
2025-07-01T07:01:16.424846,89,3.55
2025-07-01T07:01:17.656472,1,4.06
2025-07-01T07:01:17.735680,2,4.09
2025-07-01T07:01:17.812423,3,4.06
2025-07-01T07:01:17.887256,4,3.47
2025-07-01T07:01:17.963241,5,4.04
2025-07-01T07:01:18.431432,89,3.57
2025-07-01T07:01:19.656779,1,4.04
2025-07-01T07:01:19.733316,2,4.08
2025-07-01T07:01:19.811928,3,4.06
2025-07-01T07:01:19.888998,4,3.47
2025-07-01T07:01:19.965015,5,4.04
2025-07-01T07:01:20.433119,89,3.54
2025-07-01T07:01:21.665176,1,4.06
2025-07-01T07:01:21.743357,2,4.08
2025-07-01T07:01:21.810746,3,4.06
2025-07-01T07:01:21.889618,4,3.49
2025-07-01T07:01:21.967369,5,4.07
2025-07-01T07:01:22.426787,89,3.54
2025-07-01T07:01:23.663975,1,4.05
2025-07-01T07:01:23.742343,2,4.06
2025-07-01T07:01:23.822822,3,4.05
2025-07-01T07:01:23.892063,4,3.49
2025-07-01T07:01:23.969262,5,4.05
2025-07-01T07:01:24.437290,89,3.56
2025-07-01T07:01:25.663598,1,4.06
2025-07-01T07:01:25.741233,2,4.1
2025-07-01T07:01:25.819311,3,4.06
2025-07-01T07:01:25.895967,4,3.48
2025-07-01T07:01:25.973332,5,4.03
2025-07-01T07:01:26.431150,89,3.54
2025-07-01T07:01:27.662066,1,4.07
2025-07-01T07:01:27.742101,2,4.1
2025-07-01T07:01:27.819129,3,4.08
2025-07-01T07:01:27.897461,4,3.47
2025-07-01T07:01:27.975007,5,4.04
2025-07-01T07:01:28.439015,89,3.54
2025-07-01T07:01:29.663850,1,4.05
2025-07-01T07:01:29.749697,2,4.1
2025-07-01T07:01:29.828015,3,4.05
2025-07-01T07:01:29.894632,4,3.48
2025-07-01T07:01:29.981258,5,4.02
2025-07-01T07:01:30.441023,89,3.57
2025-07-01T07:01:31.669414,1,4.07
2025-07-01T07:01:31.743091,2,4.09
2025-07-01T07:01:31.826794,3,4.08
2025-07-01T07:01:31.904240,4,3.49
2025-07-01T07:01:31.980601,5,4.06
2025-07-01T07:01:32.442072,89,3.59
2025-07-01T07:01:33.673387,1,4.06
2025-07-01T07:01:33.751215,2,4.1
2025-07-01T07:01:33.828931,3,4.05
2025-07-01T07:01:33.829934,4,3.5
2025-07-01T07:01:33.985827,5,4.04
2025-07-01T07:01:34.446551,89,3.58
2025-07-01T07:01:35.594651,1,4.05
2025-07-01T07:01:35.756302,3,4.04
2025-07-01T07:01:35.906117,4,3.48
2025-07-01T07:01:35.979284,5,4.06
2025-07-01T07:01:36.371315,89,3.59
2025-07-01T07:01:37.604533,1,4.06
2025-07-01T07:01:37.672695,2,4.11
2025-07-01T07:01:37.750321,3,4.07
2025-07-01T07:01:37.827392,4,3.48
2025-07-01T07:01:37.902331,5,4.01
2025-07-01T07:01:38.368148,89,3.57
2025-07-01T07:01:39.605161,1,4.05
2025-07-01T07:01:39.684210,2,4.05
2025-07-01T07:01:39.752020,3,4.07
2025-07-01T07:01:39.829336,4,3.51
2025-07-01T07:01:39.907391,5,4.05
2025-07-01T07:01:40.368257,89,3.57
